,European Union Emissions Trading System (until 2018),,,, ,"European Union Emissions Trading System (from 2019, download)",,,,, 
Date,Exchange rate EUR/EUR,Exchange rate EUR/USD,Market Currency,Primary Market, ,Exchange rate EUR/EUR,Exchange rate EUR/USD,Market Currency,Primary Market,Secondary Market, 
2/28/2024,,,,, ,1,1.079471429,EUR,54.94,, 
2/29/2024,,,,, ,1,1.079471429,EUR,54.9,, 
3/1/2024,,,,, ,1,1.08722,EUR,53.6,, 
3/4/2024,,,,, ,1,1.08722,EUR,51.76,58.87, 
3/5/2024,,,,, ,1,1.08722,EUR,59.14,, 
3/7/2024,,,,, ,1,1.08722,EUR,56.94,, 
3/8/2024,,,,, ,1,1.08722,EUR,57.1,, 
3/11/2024,,,,, ,1,1.08722,EUR,54.43,57.32, 
3/12/2024,,,,, ,1,1.08722,EUR,54.21,, 
3/13/2024,,,,, ,1,1.08722,EUR,54.92,, 
3/14/2024,,,,, ,1,1.08722,EUR,54.25,, 
3/15/2024,,,,, ,1,1.08722,EUR,57.75,, 
3/18/2024,,,,, ,1,1.08722,EUR,59.42,60.69, 
3/19/2024,,,,, ,1,1.08722,EUR,59,, 
3/20/2024,,,,, ,1,1.08722,EUR,57.9,, 
3/21/2024,,,,, ,1,1.08722,EUR,58,, 
3/22/2024,,,,, ,1,1.08722,EUR,57.93,, 
3/25/2024,,,,, ,1,1.08722,EUR,62.09,62.88, 
3/26/2024,,,,, ,1,1.08722,EUR,63.25,, 
3/27/2024,,,,, ,1,1.08722,EUR,60.56,, 
3/28/2024,,,,, ,1,1.08722,EUR,59.86,, 
4/1/2024,,,,, ,1,1.07277619,EUR,,59.4, 
4/2/2024,,,,, ,1,1.07277619,EUR,57.07,, 
4/4/2024,,,,, ,1,1.07277619,EUR,56.37,, 
4/5/2024,,,,, ,1,1.07277619,EUR,57.17,, 
4/8/2024,,,,, ,1,1.07277619,EUR,58.41,66.01, 
4/9/2024,,,,, ,1,1.07277619,EUR,61.3,, 
4/10/2024,,,,, ,1,1.07277619,EUR,63,, 
4/11/2024,,,,, ,1,1.07277619,EUR,63.42,, 
4/12/2024,,,,, ,1,1.07277619,EUR,68.01,, 
4/15/2024,,,,, ,1,1.07277619,EUR,68.17,70.9, 
4/16/2024,,,,, ,1,1.07277619,EUR,70.61,, 
4/18/2024,,,,, ,1,1.07277619,EUR,67.15,, 
4/19/2024,,,,, ,1,1.07277619,EUR,67.77,, 
4/22/2024,,,,, ,1,1.07277619,EUR,65.1,66.76, 
4/23/2024,,,,, ,1,1.07277619,EUR,64.28,, 
4/24/2024,,,,, ,1,1.07277619,EUR,65.35,, 
4/25/2024,,,,, ,1,1.07277619,EUR,65.08,, 
4/26/2024,,,,, ,1,1.07277619,EUR,65.66,, 
4/29/2024,,,,, ,1,1.07277619,EUR,63.52,69.27, 
4/30/2024,,,,, ,1,1.07277619,EUR,65.26,, 
5/2/2024,,,,, ,1,1.081222727,EUR,68.1,, 
5/3/2024,,,,, ,1,1.081222727,EUR,71.18,, 
5/6/2024,,,,, ,1,1.081222727,EUR,70.3,72.21, 
5/7/2024,,,,, ,1,1.081222727,EUR,69.16,, 
5/8/2024,,,,, ,1,1.081222727,EUR,68.99,, 
5/13/2024,,,,, ,1,1.081222727,EUR,68.48,70.06, 
5/14/2024,,,,, ,1,1.081222727,EUR,67.67,, 
5/15/2024,,,,, ,1,1.081222727,EUR,69.35,, 
5/16/2024,,,,, ,1,1.081222727,EUR,68.26,, 
5/17/2024,,,,, ,1,1.081222727,EUR,69.46,, 
5/20/2024,,,,, ,1,1.081222727,EUR,71.24,75.62, 
5/21/2024,,,,, ,1,1.081222727,EUR,71.8,, 
5/22/2024,,,,, ,1,1.081222727,EUR,74.31,, 
5/23/2024,,,,, ,1,1.081222727,EUR,74.9,, 
5/24/2024,,,,, ,1,1.081222727,EUR,72.8,, 
5/27/2024,,,,, ,1,1.081222727,EUR,,74.85, 
5/28/2024,,,,, ,1,1.081222727,EUR,72.9,, 
5/30/2024,,,,, ,1,1.081222727,EUR,72,, 
5/31/2024,,,,, ,1,1.081222727,EUR,74.49,, 
6/3/2024,,,,, ,1,1.0759,EUR,75.35,72.44, 
6/4/2024,,,,, ,1,1.0759,EUR,71.5,, 
6/5/2024,,,,, ,1,1.0759,EUR,70.3,, 
6/6/2024,,,,, ,1,1.0759,EUR,71,, 
6/7/2024,,,,, ,1,1.0759,EUR,69.9,, 
6/10/2024,,,,, ,1,1.0759,EUR,67.82,70.23, 
6/11/2024,,,,, ,1,1.0759,EUR,70.31,, 
6/13/2024,,,,, ,1,1.0759,EUR,69.77,, 
6/14/2024,,,,, ,1,1.0759,EUR,68.41,, 
6/17/2024,,,,, ,1,1.0759,EUR,66.66,68.83, 
6/18/2024,,,,, ,1,1.0759,EUR,66.97,, 
6/19/2024,,,,, ,1,1.0759,EUR,67.75,, 
6/20/2024,,,,, ,1,1.0759,EUR,68.61,, 
6/21/2024,,,,, ,1,1.0759,EUR,67.36,, 
6/24/2024,,,,, ,1,1.0759,EUR,66.06,67.27, 
6/25/2024,,,,, ,1,1.0759,EUR,65.94,, 
6/27/2024,,,,, ,1,1.0759,EUR,66.17,, 
6/28/2024,,,,, ,1,1.0759,EUR,65.01,, 
7/1/2024,,,,, ,1,1.120523509,EUR,67.83,69.98, 
7/2/2024,,,,, ,1,1.120523509,EUR,66.71,, 
7/3/2024,,,,, ,1,1.120523509,EUR,68.84,, 
7/4/2024,,,,, ,1,1.120523509,EUR,68.71,, 
7/5/2024,,,,, ,1,1.120523509,EUR,68.68,, 
7/8/2024,,,,, ,1,1.120523509,EUR,70,68.61, 
7/9/2024,,,,, ,1,1.120523509,EUR,66.87,, 
7/10/2024,,,,, ,1,1.120523509,EUR,67.42,, 
7/11/2024,,,,, ,1,1.120523509,EUR,66.72,, 
7/12/2024,,,,, ,1,1.120523509,EUR,67.06,, 
7/15/2024,,,,, ,1,1.120523509,EUR,66.63,66.99, 
7/16/2024,,,,, ,1,1.120523509,EUR,66.16,, 
7/17/2024,,,,, ,1,1.120523509,EUR,66.66,, 
7/18/2024,,,,, ,1,1.120523509,EUR,64.96,, 
7/19/2024,,,,, ,1,1.120523509,EUR,64.73,, 
7/22/2024,,,,, ,1,1.120523509,EUR,64.37,66.71, 
7/23/2024,,,,, ,1,1.120523509,EUR,63.67,, 
7/24/2024,,,,, ,1,1.120523509,EUR,66.71,, 
7/25/2024,,,,, ,1,1.120523509,EUR,66.33,, 
7/26/2024,,,,, ,1,1.120523509,EUR,67.17,, 
7/29/2024,,,,, ,1,1.120523509,EUR,66.55,69.66, 
7/30/2024,,,,, ,1,1.120523509,EUR,67.85,, 
7/31/2024,,,,, ,1,1.120523509,EUR,68.07,, 
8/1/2024,,,,, ,1,1.166425605,EUR,69.76,, 
8/2/2024,,,,, ,1,1.166425605,EUR,67.02,, 
8/5/2024,,,,, ,1,1.166425605,EUR,68.65,70.09, 
8/8/2024,,,,, ,1,1.166425605,EUR,68.9,, 
8/9/2024,,,,, ,1,1.166425605,EUR,70.46,, 
8/12/2024,,,,, ,1,1.166425605,EUR,71.15,72.09, 
8/13/2024,,,,, ,1,1.166425605,EUR,70.82,, 
8/14/2024,,,,, ,1,1.166425605,EUR,70.59,, 
8/15/2024,,,,, ,1,1.166425605,EUR,69.85,, 
8/16/2024,,,,, ,1,1.166425605,EUR,71,, 
8/19/2024,,,,, ,1,1.166425605,EUR,71.5,72.21, 
8/20/2024,,,,, ,1,1.166425605,EUR,72.4,, 
8/22/2024,,,,, ,1,1.166425605,EUR,71.02,, 
8/23/2024,,,,, ,1,1.166425605,EUR,70.73,, 
8/26/2024,,,,, ,1,1.166425605,EUR,69.28,70.82, 
8/27/2024,,,,, ,1,1.166425605,EUR,70.17,, 
8/28/2024,,,,, ,1,1.166425605,EUR,70.39,, 
8/29/2024,,,,, ,1,1.166425605,EUR,69.5,, 
8/30/2024,,,,, ,1,1.166425605,EUR,70.07,, 
9/2/2024,,,,, ,1,1.180226485,EUR,69.3,67.66, 
9/3/2024,,,,, ,1,1.180226485,EUR,68.56,, 
9/5/2024,,,,, ,1,1.180226485,EUR,65.99,, 
9/6/2024,,,,, ,1,1.180226485,EUR,67,, 
9/9/2024,,,,, ,1,1.180226485,EUR,65.75,65.66, 
9/10/2024,,,,, ,1,1.180226485,EUR,65.83,, 
9/11/2024,,,,, ,1,1.180226485,EUR,64.75,, 
9/12/2024,,,,, ,1,1.180226485,EUR,65.1,, 
9/13/2024,,,,, ,1,1.180226485,EUR,64.89,, 
9/16/2024,,,,, ,1,1.180226485,EUR,64.94,63.49, 
9/17/2024,,,,, ,1,1.180226485,EUR,62.71,, 
9/18/2024,,,,, ,1,1.180226485,EUR,62.8,, 
9/19/2024,,,,, ,1,1.180226485,EUR,63.56,, 
9/20/2024,,,,, ,1,1.180226485,EUR,63.18,, 
9/23/2024,,,,, ,1,1.180226485,EUR,64,65.21, 
9/24/2024,,,,, ,1,1.180226485,EUR,63.91,, 
9/25/2024,,,,, ,1,1.180226485,EUR,63.55,, 
9/26/2024,,,,, ,1,1.180226485,EUR,63.88,, 
9/27/2024,,,,, ,1,1.180226485,EUR,65.45,, 
9/30/2024,,,,, ,1,1.180226485,EUR,65.69,63.32, 
10/1/2024,,,,, ,1,1.090434783,EUR,63.19,, 
10/2/2024,,,,, ,1,1.090434783,EUR,62.89,, 
10/3/2024,,,,, ,1,1.090434783,EUR,62.02,, 
10/4/2024,,,,, ,1,1.090434783,EUR,61.03,, 
10/7/2024,,,,, ,1,1.090434783,EUR,60.15,62.74, 
10/8/2024,,,,, ,1,1.090434783,EUR,59.85,, 
10/9/2024,,,,, ,1,1.090434783,EUR,61.18,, 
10/10/2024,,,,, ,1,1.090434783,EUR,63.3,, 
10/11/2024,,,,, ,1,1.090434783,EUR,63.71,, 
10/14/2024,,,,, ,1,1.090434783,EUR,65,63.87, 
10/15/2024,,,,, ,1,1.090434783,EUR,64.08,, 
10/16/2024,,,,, ,1,1.090434783,EUR,64.14,, 
10/17/2024,,,,, ,1,1.090434783,EUR,63.1,, 
10/18/2024,,,,, ,1,1.090434783,EUR,61.9,, 
10/21/2024,,,,, ,1,1.090434783,EUR,62.3,64.5, 
10/22/2024,,,,, ,1,1.090434783,EUR,61.22,, 
10/23/2024,,,,, ,1,1.090434783,EUR,63.75,, 
10/24/2024,,,,, ,1,1.090434783,EUR,64.6,, 
10/25/2024,,,,, ,1,1.090434783,EUR,66.32,, 
10/28/2024,,,,, ,1,1.090434783,EUR,64.38,65.52, 
10/29/2024,,,,, ,1,1.090434783,EUR,66.42,, 
10/31/2024,,,,, ,1,1.090434783,EUR,64.78,, 
11/1/2024,,,,, ,1,1.063014286,EUR,64.46,, 
11/4/2024,,,,, ,1,1.063014286,EUR,64.68,65.47, 
11/5/2024,,,,, ,1,1.063014286,EUR,65.06,, 
11/6/2024,,,,, ,1,1.063014286,EUR,62.94,, 
11/7/2024,,,,, ,1,1.063014286,EUR,65.35,, 
11/8/2024,,,,, ,1,1.063014286,EUR,66.2,, 
11/11/2024,,,,, ,1,1.063014286,EUR,67.6,67.54, 
11/12/2024,,,,, ,1,1.063014286,EUR,65.92,, 
11/13/2024,,,,, ,1,1.063014286,EUR,65.86,, 
11/14/2024,,,,, ,1,1.063014286,EUR,67.15,, 
11/15/2024,,,,, ,1,1.063014286,EUR,66.78,, 
11/18/2024,,,,, ,1,1.063014286,EUR,67.7,69.06, 
11/19/2024,,,,, ,1,1.063014286,EUR,69.05,, 
11/20/2024,,,,, ,1,1.063014286,EUR,68.02,, 
11/21/2024,,,,, ,1,1.063014286,EUR,68.79,, 
11/22/2024,,,,, ,1,1.063014286,EUR,69.71,, 
11/25/2024,,,,, ,1,1.063014286,EUR,69.32,68.72, 
11/26/2024,,,,, ,1,1.063014286,EUR,69.37,, 
11/28/2024,,,,, ,1,1.063014286,EUR,67.91,, 
11/29/2024,,,,, ,1,1.063014286,EUR,67.3,, 
12/2/2024,,,,, ,1,1.047875,EUR,69.4,68.17, 
12/3/2024,,,,, ,1,1.047875,EUR,68.12,, 
12/4/2024,,,,, ,1,1.047875,EUR,67.42,, 
12/5/2024,,,,, ,1,1.047875,EUR,67.62,, 
12/6/2024,,,,, ,1,1.047875,EUR,67.25,, 
12/9/2024,,,,, ,1,1.047875,EUR,67.7,66.74, 
12/10/2024,,,,, ,1,1.047875,EUR,67,, 
12/11/2024,,,,, ,1,1.047875,EUR,69.17,, 
12/12/2024,,,,, ,1,1.047875,EUR,67.95,, 
12/13/2024,,,,, ,1,1.047875,EUR,66.07,, 
12/16/2024,,,,, ,1,1.047875,EUR,63.64,63.32, 
1/7/2025,,,,, ,1,1.035372727,EUR,71.02,, 
1/8/2025,,,,, ,1,1.035372727,EUR,71.5,, 
1/9/2025,,,,, ,1,1.035372727,EUR,70.01,, 
1/10/2025,,,,, ,1,1.035372727,EUR,70.63,, 
1/13/2025,,,,, ,1,1.035372727,EUR,74.4,77.89, 
1/14/2025,,,,, ,1,1.035372727,EUR,74.45,, 
1/16/2025,,,,, ,1,1.035372727,EUR,75.7,, 
1/17/2025,,,,, ,1,1.035372727,EUR,77.3,, 
1/20/2025,,,,, ,1,1.035372727,EUR,76.4,80.33, 
1/21/2025,,,,, ,1,1.035372727,EUR,77.3,, 
1/22/2025,,,,, ,1,1.035372727,EUR,76.71,, 
1/23/2025,,,,, ,1,1.035372727,EUR,79.06,, 
1/24/2025,,,,, ,1,1.035372727,EUR,78.43,, 
1/27/2025,,,,, ,1,1.035372727,EUR,77.7,81.83, 
1/28/2025,,,,, ,1,1.035372727,EUR,77.06,, 
1/30/2025,,,,, ,1,1.035372727,EUR,81.57,, 
1/31/2025,,,,, ,1,1.035372727,EUR,81.11,, 
2/3/2025,,,,, ,1,1.04125,EUR,80.39,81.43, 
2/4/2025,,,,, ,1,1.04125,EUR,79.06,, 
2/5/2025,,,,, ,1,1.04125,EUR,77.87,, 
2/6/2025,,,,, ,1,1.04125,EUR,79.75,, 
2/7/2025,,,,, ,1,1.04125,EUR,80.71,, 
2/10/2025,,,,, ,1,1.04125,EUR,81.27,80.72, 
2/11/2025,,,,, ,1,1.04125,EUR,80.08,, 
2/13/2025,,,,, ,1,1.04125,EUR,76.77,, 
2/14/2025,,,,, ,1,1.04125,EUR,75.84,, 
2/17/2025,,,,, ,1,1.04125,EUR,77.02,74.71, 
2/18/2025,,,,, ,1,1.04125,EUR,74.53,, 
2/19/2025,,,,, ,1,1.04125,EUR,72.9,, 
2/20/2025,,,,, ,1,1.04125,EUR,71.21,, 
2/21/2025,,,,, ,1,1.04125,EUR,73.01,, 
2/24/2025,,,,, ,1,1.04125,EUR,70.8,72.04, 
2/25/2025,,,,, ,1,1.04125,EUR,71.15,, 
2/27/2025,,,,, ,1,1.04125,EUR,69.96,, 
2/28/2025,,,,, ,1,1.04125,EUR,70.65,, 
3/3/2025,,,,, ,1,1.080680952,EUR,70.31,68.96, 
3/4/2025,,,,, ,1,1.080680952,EUR,68.1,, 
3/5/2025,,,,, ,1,1.080680952,EUR,67.99,, 
3/6/2025,,,,, ,1,1.080680952,EUR,66.58,, 
3/7/2025,,,,, ,1,1.080680952,EUR,67.77,, 
3/10/2025,,,,, ,1,1.080680952,EUR,68.18,69.69, 
3/11/2025,,,,, ,1,1.080680952,EUR,67.02,, 
3/13/2025,,,,, ,1,1.080680952,EUR,68.2,, 
3/14/2025,,,,, ,1,1.080680952,EUR,68.65,, 
3/17/2025,,,,, ,1,1.080680952,EUR,68.53,71.86, 
3/18/2025,,,,, ,1,1.080680952,EUR,68.66,, 
3/19/2025,,,,, ,1,1.080680952,EUR,71.35,, 
3/20/2025,,,,, ,1,1.080680952,EUR,71.54,, 
3/21/2025,,,,, ,1,1.080680952,EUR,71.56,, 
3/24/2025,,,,, ,1,1.080680952,EUR,69.85,70.03, 
3/25/2025,,,,, ,1,1.080680952,EUR,69.61,, 
3/27/2025,,,,, ,1,1.080680952,EUR,68.41,, 
3/28/2025,,,,, ,1,1.080680952,EUR,67.36,, 
3/31/2025,,,,, ,1,1.080680952,EUR,66.8,67.25, 
4/1/2025,,,,, ,1,1.121395,EUR,66.71,, 
4/2/2025,,,,, ,1,1.121395,EUR,68.62,, 
4/3/2025,,,,, ,1,1.121395,EUR,65.75,, 
4/4/2025,,,,, ,1,1.121395,EUR,63.8,, 
4/7/2025,,,,, ,1,1.121395,EUR,59.76,62.56, 
4/8/2025,,,,, ,1,1.121395,EUR,60.35,, 
4/10/2025,,,,, ,1,1.121395,EUR,62.08,, 
12/30/2024,,,,, ,1,1.047875,EUR,,75.56, 
4/11/2025,,,,, ,1,1.121395,EUR,61.01,, 
4/14/2025,,,,, ,1,1.121395,EUR,64.6,66.39, 
4/15/2025,,,,, ,1,1.121395,EUR,66.21,, 
4/16/2025,,,,, ,1,1.121395,EUR,65.98,, 
4/17/2025,,,,, ,1,1.121395,EUR,65.06,, 
4/22/2025,,,,, ,1,1.121395,EUR,63.3,, 
4/24/2025,,,,, ,1,1.121395,EUR,63.93,, 
4/25/2025,,,,, ,1,1.121395,EUR,65.89,, 
4/28/2025,,,,, ,1,1.121395,EUR,64.2,66.5, 
4/29/2025,,,,, ,1,1.121395,EUR,63.55,, 
4/30/2025,,,,, ,1,1.121395,EUR,65.05,, 
5/5/2025,,,,, ,1,1.127804762,EUR,66.64,69.78, 
5/6/2025,,,,, ,1,1.127804762,EUR,67.88,, 
5/8/2025,,,,, ,1,1.127804762,EUR,70.3,, 
5/9/2025,,,,, ,1,1.127804762,EUR,70.2,, 
5/12/2025,,,,, ,1,1.127804762,EUR,71.01,72.61, 
5/13/2025,,,,, ,1,1.127804762,EUR,71.69,, 
5/14/2025,,,,, ,1,1.127804762,EUR,71.85,, 
5/15/2025,,,,, ,1,1.127804762,EUR,70.11,, 
5/16/2025,,,,, ,1,1.127804762,EUR,72.94,, 
5/19/2025,,,,, ,1,1.127804762,EUR,69.44,72.01, 
5/20/2025,,,,, ,1,1.127804762,EUR,70.69,, 
5/22/2025,,,,, ,1,1.127804762,EUR,71.84,, 
5/23/2025,,,,, ,1,1.127804762,EUR,71.11,, 
5/27/2025,,,,, ,1,1.127804762,EUR,71.51,, 
5/28/2025,,,,, ,1,1.127804762,EUR,70.54,, 
6/2/2025,,,,, ,1,1.151619048,EUR,70.58,72.47, 
6/3/2025,,,,, ,1,1.151619048,EUR,70.61,, 
6/5/2025,,,,, ,1,1.151619048,EUR,72.54,, 
6/6/2025,,,,, ,1,1.151619048,EUR,72.3,, 
6/10/2025,,,,, ,1,1.151619048,EUR,72.16,, 
6/11/2025,,,,, ,1,1.151619048,EUR,73.5,, 
6/12/2025,,,,, ,1,1.151619048,EUR,72.71,, 
6/13/2025,,,,, ,1,1.151619048,EUR,75.36,, 
6/16/2025,,,,, ,1,1.151619048,EUR,74.51,74.06, 
6/17/2025,,,,, ,1,1.151619048,EUR,74.05,, 
6/19/2025,,,,, ,1,1.151619048,EUR,73.48,, 
6/20/2025,,,,, ,1,1.151619048,EUR,71.97,, 
6/23/2025,,,,, ,1,1.151619048,EUR,72,71.86, 
6/24/2025,,,,, ,1,1.151619048,EUR,72.91,, 
6/25/2025,,,,, ,1,1.151619048,EUR,71.72,, 
6/26/2025,,,,, ,1,1.151619048,EUR,69.46,, 
6/27/2025,,,,, ,1,1.151619048,EUR,69.4,, 
6/30/2025,,,,, ,1,1.151619048,EUR,68.95,71.04, 
1/6/2025,,,,, ,1,1.035372727,EUR,,73.78, 
7/1/2025,,,,, ,1,1.167686957,EUR,69.01,, 
7/3/2025,,,,, ,1,1.167686957,EUR,70.52,, 
7/4/2025,,,,, ,1,1.167686957,EUR,70.85,, 
7/7/2025,,,,, ,1,1.167686957,EUR,70.34,70.66, 
7/8/2025,,,,, ,1,1.167686957,EUR,69.96,, 
7/9/2025,,,,, ,1,1.167686957,EUR,69.88,, 
7/10/2025,,,,, ,1,1.167686957,EUR,70.44,, 
7/11/2025,,,,, ,1,1.167686957,EUR,69.3,, 
7/14/2025,,,,, ,1,1.167686957,EUR,70.42,70.74, 
7/15/2025,,,,, ,1,1.167686957,EUR,69.76,, 
7/17/2025,,,,, ,1,1.167686957,EUR,70.05,, 
7/18/2025,,,,, ,1,1.167686957,EUR,69.68,, 
7/21/2025,,,,, ,1,1.167686957,EUR,69.53,70.1, 
7/22/2025,,,,, ,1,1.167686957,EUR,68.73,, 
7/23/2025,,,,, ,1,1.167686957,EUR,69.1,, 
7/24/2025,,,,, ,1,1.167686957,EUR,68.89,, 
7/25/2025,,,,, ,1,1.167686957,EUR,70.22,, 
7/28/2025,,,,, ,1,1.167686957,EUR,70.63,72.06, 
7/29/2025,,,,, ,1,1.167686957,EUR,70.53,, 
7/31/2025,,,,, ,1,1.167686957,EUR,72,, 
8/1/2025,,,,, ,1,1.163142857,EUR,71.14,, 
8/4/2025,,,,, ,1,1.163142857,EUR,69.52,71.68, 
8/5/2025,,,,, ,1,1.163142857,EUR,70.07,, 
8/6/2025,,,,, ,1,1.163142857,EUR,70.74,, 
8/7/2025,,,,, ,1,1.163142857,EUR,70.1,, 
8/8/2025,,,,, ,1,1.163142857,EUR,72.14,, 
8/11/2025,,,,, ,1,1.163142857,EUR,72.18,71.45, 
8/12/2025,,,,, ,1,1.163142857,EUR,71.3,, 
8/14/2025,,,,, ,1,1.163142857,EUR,70.54,, 
8/15/2025,,,,, ,1,1.163142857,EUR,70.13,, 
8/18/2025,,,,, ,1,1.163142857,EUR,70.21,71.88, 
8/19/2025,,,,, ,1,1.163142857,EUR,71.37,, 
8/20/2025,,,,, ,1,1.163142857,EUR,70.47,, 
8/21/2025,,,,, ,1,1.163142857,EUR,71.19,, 
8/22/2025,,,,, ,1,1.163142857,EUR,72.05,, 
8/25/2025,,,,, ,1,1.163142857,EUR,71.36,72.38, 
8/26/2025,,,,, ,1,1.163142857,EUR,71.31,, 
8/28/2025,,,,, ,1,1.163142857,EUR,71.18,, 
8/29/2025,,,,, ,1,1.163142857,EUR,71.3,, 
9/1/2025,,,,, ,1,1.173222727,EUR,73.14,74.8, 
9/2/2025,,,,, ,1,1.173222727,EUR,73.5,, 
9/3/2025,,,,, ,1,1.173222727,EUR,73.27,, 
9/4/2025,,,,, ,1,1.173222727,EUR,74.38,, 
9/5/2025,,,,, ,1,1.173222727,EUR,75.44,, 
9/8/2025,,,,, ,1,1.173222727,EUR,75.21,76.5, 
9/9/2025,,,,, ,1,1.173222727,EUR,76.4,, 
9/11/2025,,,,, ,1,1.173222727,EUR,76.07,, 
9/12/2025,,,,, ,1,1.173222727,EUR,75.02,, 
9/15/2025,,,,, ,1,1.173222727,EUR,75.02,77.33, 
9/16/2025,,,,, ,1,1.173222727,EUR,76.17,, 
9/17/2025,,,,, ,1,1.173222727,EUR,77.53,, 
9/18/2025,,,,, ,1,1.173222727,EUR,77.22,, 
9/19/2025,,,,, ,1,1.173222727,EUR,76.57,, 
9/22/2025,,,,, ,1,1.173222727,EUR,76.8,76.15, 
9/23/2025,,,,, ,1,1.173222727,EUR,75.6,, 
9/25/2025,,,,, ,1,1.173222727,EUR,75.56,, 
9/26/2025,,,,, ,1,1.173222727,EUR,75.17,, 
9/29/2025,,,,, ,1,1.173222727,EUR,75.2,77.09, 
9/30/2025,,,,, ,1,1.173222727,EUR,75.95,, 
4/21/2025,,,,, ,1,1.121395,EUR,,65.98, 
5/26/2025,,,,, ,1,1.127804762,EUR,,71.64, 
10/1/2025,,,,, ,1,1.163043478,EUR,74.3,, 
10/2/2025,,,,, ,1,1.163043478,EUR,76.05,, 
10/6/2025,,,,, ,1,1.163043478,EUR,79.19,, 
10/7/2025,,,,, ,1,1.163043478,EUR,78.3,, 
10/8/2025,,,,, ,1,1.163043478,EUR,77.39,, 
10/9/2025,,,,, ,1,1.163043478,EUR,77.95,, 
10/10/2025,,,,, ,1,1.163043478,EUR,79.22,, 
10/13/2025,,,,, ,1,1.163043478,EUR,78.66,, 
10/14/2025,,,,, ,1,1.163043478,EUR,76.91,, 
10/15/2025,,,,, ,1,1.163043478,EUR,76.58,, 
10/16/2025,,,,, ,1,1.163043478,EUR,77.82,, 
10/17/2025,,,,, ,1,1.163043478,EUR,77.99,, 
10/20/2025,,,,, ,1,1.163043478,EUR,78.75,, 
10/21/2025,,,,, ,1,1.163043478,EUR,78.94,, 
10/23/2025,,,,, ,1,1.163043478,EUR,78.54,, 
10/24/2025,,,,, ,1,1.163043478,EUR,78.47,, 
10/27/2025,,,,, ,1,1.163043478,EUR,77.56,, 
10/28/2025,,,,, ,1,1.163043478,EUR,77.85,, 
10/29/2025,,,,, ,1,1.163043478,EUR,78.55,, 
10/30/2025,,,,, ,1,1.163043478,EUR,78.71,, 
10/31/2025,,,,, ,1,1.163043478,EUR,78.66,, 
11/3/2025,,,,, ,1,1.15602,EUR,79.3,, 
11/4/2025,,,,, ,1,1.15602,EUR,81.26,, 
11/6/2025,,,,, ,1,1.15602,EUR,80.07,, 
11/7/2025,,,,, ,1,1.15602,EUR,79.76,, 
11/10/2025,,,,, ,1,1.15602,EUR,79.97,, 
11/11/2025,,,,, ,1,1.15602,EUR,79.91,, 
11/12/2025,,,,, ,1,1.15602,EUR,81.51,, 
11/13/2025,,,,, ,1,1.15602,EUR,81.31,, 
11/14/2025,,,,, ,1,1.15602,EUR,80.85,, 
11/17/2025,,,,, ,1,1.15602,EUR,80.25,, 
11/18/2025,,,,, ,1,1.15602,EUR,80.41,, 
11/20/2025,,,,, ,1,1.15602,EUR,81.16,, 
11/21/2025,,,,, ,1,1.15602,EUR,80.47,, 
11/24/2025,,,,, ,1,1.15602,EUR,80,, 
11/25/2025,,,,, ,1,1.15602,EUR,81.19,, 
11/26/2025,,,,, ,1,1.15602,EUR,81.51,, 
11/27/2025,,,,, ,1,1.15602,EUR,81.07,, 
11/28/2025,,,,, ,1,1.15602,EUR,82.6,, 
12/1/2025,,,,, ,1,1.170871429,EUR,83.01,, 
12/2/2025,,,,, ,1,1.170871429,EUR,82.19,, 
12/4/2025,,,,, ,1,1.170871429,EUR,81.39,, 
12/5/2025,,,,, ,1,1.170871429,EUR,82.25,, 
12/8/2025,,,,, ,1,1.170871429,EUR,82.17,, 
12/9/2025,,,,, ,1,1.170871429,EUR,82.22,, 
12/10/2025,,,,, ,1,1.170871429,EUR,82.18,, 
12/11/2025,,,,, ,1,1.170871429,EUR,83.77,, 
12/12/2025,,,,, ,1,1.170871429,EUR,83.65,, 
12/15/2025,,,,, ,1,1.170871429,EUR,84.6,, 
6/9/2025,,,,, ,1,1.151619048,EUR,,74.52, 
1/7/2026,,,,, ,1,1.17382381,EUR,86.27,, 
1/8/2026,,,,, ,1,1.17382381,EUR,85.47,, 
1/9/2026,,,,, ,1,1.17382381,EUR,87,, 
1/12/2026,,,,, ,1,1.17382381,EUR,87.87,, 
1/13/2026,,,,, ,1,1.17382381,EUR,88.71,, 
1/15/2026,,,,, ,1,1.17382381,EUR,91.32,, 
1/16/2026,,,,, ,1,1.17382381,EUR,91.34,, 
1/19/2026,,,,, ,1,1.17382381,EUR,87.34,, 
1/20/2026,,,,, ,1,1.17382381,EUR,84.58,, 
1/21/2026,,,,, ,1,1.17382381,EUR,83.55,, 
1/22/2026,,,,, ,1,1.17382381,EUR,86.55,, 
1/23/2026,,,,, ,1,1.17382381,EUR,87.51,, 
1/26/2026,,,,, ,1,1.17382381,EUR,86.4,, 
1/27/2026,,,,, ,1,1.17382381,EUR,85.93,, 
1/29/2026,,,,, ,1,1.17382381,EUR,82.58,, 
1/30/2026,,,,, ,1,1.17382381,EUR,81.68,, 
2/2/2026,,,,, ,1,1.182395,EUR,80.57,, 
2/3/2026,,,,, ,1,1.182395,EUR,81.7,, 
2/4/2026,,,,, ,1,1.182395,EUR,80.8,, 
